lsoa_code,pop,econ_score,infrastructure_score,health_score,percent_working,percent_child,percent_old
W01000054,1014,10.25,24.38,3.9,0.616370808678501,0.121301775147929,0.351084812623274
W01000056,1723,27.05,32.16,30.5,0.59141033081834,0.224027858386535,0.261752756819501
W01000057,1377,6.7,37.44,4.4,0.55918663761801,0.124909222948439,0.430646332607117
W01000059,2122,32.05,32.64,24.2,0.606032045240339,0.192742695570217,0.270499528746466
W01000060,1246,9.35,45.34,4.4,0.610754414125201,0.124398073836276,0.37239165329053
W01000061,1689,10.65,9.0,6.7,0.492007104795737,0.140319715808171,0.458259325044405
W01000062,2083,7.05,31.32,33.9,0.869899183869419,0.0523283725396063,0.0657705232837254
W01000063,1885,21.8,39.94,16.2,0.616976127320955,0.193633952254642,0.23289124668435
W01000064,2012,15.85,16.34,15.2,0.630715705765408,0.227634194831014,0.18389662027833
W01000065,1028,24.75,22.84,23.6,0.610894941634241,0.164396887159533,0.310311284046693
W01000066,1235,13.35,38.08,10.3,0.537651821862348,0.147368421052632,0.397570850202429
W01000067,1176,9.65,22.7,8.6,0.605442176870748,0.141156462585034,0.356292517006803
W01000068,1407,17.5,10.46,16.4,0.599857853589197,0.157071783937456,0.341862117981521
W01000070,1330,7.65,35.94,3.0,0.591729323308271,0.166917293233083,0.353383458646617
W01000071,2264,13.3,17.9,13.0,0.643551236749117,0.189487632508834,0.23321554770318
W01000072,1662,12.25,11.2,5.1,0.604091456077016,0.172683513838748,0.276774969915764
W01000073,1649,5.65,24.04,3.7,0.579138872043663,0.172225591267435,0.329896907216495
